Incident Date,State,City Or County,Address,# Killed,# Injured,AgeGroup
16.10.16,Ohio,Dayton (Trotwood),100 block of Crown Avenue,0,1,Adult
16.10.16,Kansas,Cowley (county),22000 block of 12th Road,0,1,Adult
16.10.16,Pennsylvania,Jersey Mills (Pine Creek),Sulgar Road,0,1,Adult
16.10.16,North Dakota,Abercrombie,N/A,0,1,Adult
16.10.16,Nevada,Las Vegas,4200 block of Studio Street,0,1,Adult
15.10.16,Connecticut,Enfield,Ecology Drive,0,1,Adult
15.10.16,Arkansas,Drew (county),N/A,0,1,Adult
15.10.16,Illinois,Chicago,4800 block of West Congress,0,1,Adult
15.10.16,Minnesota,Saint Cloud,Wilson Avenue,0,1,Adult
15.10.16,Michigan,Midland (county),N/A,0,1,Adult
15.10.16,Minnesota,Saint Paul,Bellows and Baker Street W.,0,1,Adult
14.10.16,Indiana,Franklin,1700 block of 125W,0,1,Adult
14.10.16,Illinois,Freeport,1100 block of South State Ave,0,1,Adult
14.10.16,Tennessee,Chattanooga,Timber Knoll Drive,0,1,Adult
13.10.16,Michigan,Twin Lake,300 block of East Calumet,0,1,Adult
12.10.16,Colorado,Grand Junction,1600 North Avenue,0,1,Adult
12.10.16,Kentucky,Louisville,5600 block of Rustic Way,0,1,Adult
12.10.16,Arizona,Peoria,7522 W Deer Valley Rd,0,2,Adult
12.10.16,Florida,Deltona,Buccaneer Avenue,0,1,Adult
12.10.16,Maryland,Baltimore,1000 block of Bethune Avenue,0,1,Adult
11.10.16,New York,Hilton,629 Moul Road,0,1,Adult
11.10.16,Virginia,Martinsville,730 E Church St,0,3,Adult
11.10.16,Illinois,Chicago,2800 block of South Central Park,0,1,Adult
09.10.16,Arizona,Phoenix,16th and Washington,0,1,Adult
09.10.16,Virginia,Lynchburg,1000 Misty Mountain Rd.,0,1,Adult
09.10.16,New York,Corona (Queens),95th Avenue and 120 Street,0,1,Adult
09.10.16,Iowa,Oskaloosa,208 3rd Ave East,0,1,Adult
08.10.16,Missouri,Saint Louis,1253 Hampton Avenue,0,1,Adult
08.10.16,California,Petaluma,Reynolds Drive,0,1,Adult
08.10.16,Texas,Denison,400 block of Gun Club Road,0,1,Adult
08.10.16,California,Ventura,1300 block of East Santa Clara Street,0,1,Adult
08.10.16,Georgia,Auburn,Wages Road,0,1,Adult
08.10.16,Texas,Odessa,3700 block of Andrews Highway,0,1,Adult
07.10.16,Arizona,Prescott Valley,East Horizon Lane,0,1,Adult
07.10.16,Missouri,Troy,600 block of Wilhoit Court,0,1,Adult
07.10.16,California,Norwalk,10600 Firestone Boulevard,0,1,Adult
06.10.16,West Virginia,Wheeling,South Park Street,0,1,Adult
05.10.16,Connecticut,Hartford,Judson Street,0,1,Adult
05.10.16,Louisiana,West Monroe,Velma Drive,0,1,Adult
05.10.16,North Dakota,Enderlin,N/A,0,1,Adult
05.10.16,Oregon,Douglas (county),N/A,0,1,Adult
04.10.16,Tennessee,Nashville,1400 block of 16th Avenue North,0,1,Adult
04.10.16,Iowa,Storm Lake,1726 Lake Ave North,0,1,Adult
04.10.16,Virginia,Campbell (county),Marysville Road,0,1,Adult
04.10.16,Florida,Immokalee,300 block of South Seventh Street,0,1,Adult
03.10.16,Texas,Fort Worth,1416 Meadowlane Terrace,0,1,Adult
03.10.16,Minnesota,Willmar,2101 15th Avenue NW,0,1,Adult
03.10.16,Florida,Jacksonville,7915 Baymeadows Circle East,0,1,Adult
03.10.16,Louisiana,Lafayette,Louisiana Avenue,0,1,Adult
03.10.16,Michigan,Goodells (Wales Township),600 block of Mayer Road,0,1,Adult
03.10.16,Michigan,Goodells (Wales Township),N/A,0,1,Adult
02.10.16,New York,Staten Island,6 Cannon Blvd.,1,0,Adult
02.10.16,Florida,North Fort Myers,11831 Bayshore Rd,0,2,Adult
02.10.16,Tennessee,Memphis,3400 block of Dupre Street,0,1,Adult
02.10.16,Ohio,Cleveland,12700 block of Larchmere Avenue.,0,1,Adult
02.10.16,Pennsylvania,Indiana,Airport Road,0,1,Adult
01.10.16,North Carolina,Eden,365 E. Harris Place,0,1,Adult
01.10.16,Texas,Wichita Falls,1300 7th St,0,3,Adult
01.10.16,Ohio,Dayton (Huber Heights),Shore Drive,0,1,Adult
01.10.16,Ohio,Lima,4251 Reservoir Road,0,1,Adult
01.10.16,Idaho,Soda Springs,N/A,0,1,Adult
30.09.16,Pennsylvania,Lancaster,700 block of East Fulton Street,0,1,Adult
29.09.16,South Carolina,Greenville,1040-A Woodruff Rd,0,2,Adult
29.09.16,Tennessee,Dandridge,2341 Lower Rhinehart Road,0,1,Adult
29.09.16,Missouri,Saint Joseph,3400 block of South 16th Street,0,1,Adult
28.09.16,Nevada,Las Vegas,N/A,0,1,Adult
28.09.16,Texas,San Antonio,Corinne Drive,0,1,Adult
28.09.16,Tennessee,Nashville,7000 block of Riverbend Road,0,1,Adult
28.09.16,Oklahoma,Tulsa,1000 block of N. Winston,0,1,Adult
28.09.16,South Carolina,Richland (county),1212 Metze Road,0,2,Adult
28.09.16,Virginia,Richmond,201 W. Marshall Street,0,1,Adult
28.09.16,West Virginia,Belington,N/A,0,1,Adult
27.09.16,Indiana,Etna Green,9900-block of West C.R. 575 North,0,1,Adult
26.09.16,California,Lemon Grove,N/A,0,1,Adult
26.09.16,Iowa,Newton,N/A,0,1,Adult
26.09.16,Washington,Chehalis,1400 block of Northwest Louisiana Avenue,0,1,Adult
26.09.16,Kentucky,Lexington,3500 block of Gunbow Court,0,1,Adult
26.09.16,Georgia,Norcross,1400 block of Wingfoot Way,0,1,Adult
25.09.16,Oklahoma,Miami,N/A,0,1,Adult
25.09.16,Mississippi,Mccomb,Highway 98 East,0,1,Adult
25.09.16,Illinois,Chicago,8000 block of South Yates Avenue,0,1,Adult
25.09.16,Louisiana,Harvey,Destrehan Avenue and River Road,0,1,Adult
25.09.16,Tennessee,Nashville (Donelson),209 Blue Hills Drive,0,1,Adult
24.09.16,Utah,Sandy,9575 S State St,0,2,Adult
24.09.16,Kansas,Topeka,6200 block of SW 6th Avenue,0,1,Adult
24.09.16,Tennessee,Memphis,3300 block of Henry Avenue,0,1,Adult
24.09.16,Nebraska,Omaha,16th and Castelar Street,0,1,Adult
23.09.16,Indiana,South Bend,2700 block of South Michigan Street,0,1,Adult
23.09.16,Colorado,Berthoud,1000 block of 7th Street Court,0,0,Adult
22.09.16,Florida,Titusville,400 block of Darden Avenue,0,1,Adult
21.09.16,Kentucky,Lexington,1300 block of Dix Drive,0,1,Adult
21.09.16,Kentucky,Louisville,3900 block of Shelbyville Road,0,1,Adult
21.09.16,Illinois,Chicago (Englewood),5500 block of South Bishop Street,0,1,Adult
21.09.16,Wisconsin,Milwaukee,2700 block of N. 20th Street,0,1,Adult
20.09.16,North Carolina,Wilmington,15th and Castle Streets,0,1,Adult
20.09.16,Nebraska,Omaha,N/A,0,1,Adult
20.09.16,Ohio,Cleveland,Ansel Road and Edmunds Avenue,0,1,Adult
20.09.16,Massachusetts,Lawrence,South Boylston Street,0,1,Adult
20.09.16,Indiana,New Castle,N/A,0,1,Adult
19.09.16,Nebraska,Bennington,North 156th and Pawnee Road,0,1,Adult
19.09.16,Indiana,Indianapolis,6300 block of West Thompson Road,0,1,Adult
19.09.16,Pennsylvania,Washington,200 block of North Avenue,0,1,Adult
18.09.16,Massachusetts,South Hadley,55 Alvord Street,0,1,Adult
18.09.16,Texas,College Station,401 Anderson Street,1,1,Adult
18.09.16,Washington,Bellingham,500 block of Mulberry Road,0,1,Adult
18.09.16,Texas,Pasadena,5690 Fairmont Pkwy,0,1,Adult
17.09.16,New York,Rochester (Greece),Hill Drive,0,1,Adult
17.09.16,Utah,Draper,338 W. Inauguration Rd.,0,1,Adult
16.09.16,Texas,Harris (county),N/A,0,1,Adult
16.09.16,Georgia,Morgan (county),Hawkins Avenue,0,1,Adult
15.09.16,Tennessee,Greeneville,335 Wild Rye Lane,0,1,Adult
15.09.16,Maryland,Hagerstown,N/A,0,1,Adult
15.09.16,Florida,Miami (Kendall),12325 Southwest 151st Street,0,1,Adult
15.09.16,Georgia,Springfield,E. Fourth Street,0,1,Adult
15.09.16,Wisconsin,Milwaukee,7878 N 60th Street,0,1,Adult
15.09.16,California,Fresno,2500 block of Fairmont,0,1,Adult
15.09.16,Utah,Salt Lake City,2100 South and 200 East,0,1,Adult
14.09.16,Missouri,Saint Louis,6402 Plymouth Avenue,0,1,Adult
13.09.16,Louisiana,Gretna (Terrytown),2148 Esplanade Place,0,1,Adult
13.09.16,Georgia,Jackson,N/A,0,2,Adult
13.09.16,Louisiana,La Place (Laplace),100 block of Oak Arbor Place,1,0,Adult
13.09.16,Illinois,Chicago,1000 block of West Belmont Avenue,0,1,Adult
12.09.16,Texas,Fort Worth,1200 block of Susan Avenue,0,1,Adult
12.09.16,Tennessee,Heiskell,I 75 and E. Raccoon Valley Rd,0,1,Adult
12.09.16,Nebraska,Lincoln,U.S. 77 and Davey Road,0,1,Adult
11.09.16,Georgia,Decatur,3569 Larkspur Terrace,0,1,Adult
11.09.16,Tennessee,Roan Mountain,203 Tower Road,0,1,Adult
11.09.16,Georgia,Troup (county),Old School Road,0,0,Adult
10.09.16,Missouri,Saint Louis,2800 block of Stoddard Street,0,1,Adult
10.09.16,North Carolina,Wake Forest,942 Durham Road,0,1,Adult
09.09.16,Tennessee,Clarksville,Lincoln Drive,0,1,Adult
09.09.16,Florida,Saint Petersburg (St Petersburg),Freemont Terrace and 29th Street,0,1,Adult
09.09.16,Louisiana,New Orleans,1400 block of Annunciation Street,0,1,Adult
09.09.16,Georgia,Rincon,Blue Jay Road,0,1,Adult
08.09.16,Tennessee,Hamilton (county),Holder Drive,0,1,Adult
08.09.16,Texas,Alpine,704 West Sul Ross Avenue,1,2,Adult
08.09.16,Tennessee,Nashville,Wildgrove Court,0,1,Adult
08.09.16,Illinois,Chicago,6500 block of South Maplewood Avenue,0,1,Adult
08.09.16,Illinois,Evanston,1043 Dodge Avenue,0,1,Adult
07.09.16,Florida,Saint Augustine,1955 A1A S,0,2,Adult
07.09.16,Wisconsin,Nokomis,N/A,0,2,Adult
06.09.16,Massachusetts,Lawrence,11 South Boylston Street,0,1,Adult
06.09.16,Texas,Terrell,200 Bowser Cir,0,1,Adult
06.09.16,Arizona,Golden Valley,N/A,0,1,Adult
06.09.16,Mississippi,Tupelo,County Roads 1680 and 3571,0,2,Adult
06.09.16,Arkansas,Forrest City,N/A,0,2,Adult
06.09.16,Tennessee,Louisville,161 Manor Way,0,1,Adult
05.09.16,Georgia,Mcdonough (McDonough),696 Hennepin Terrace,0,1,Adult
05.09.16,Kentucky,Lexington,Augusta Drive,0,1,Adult
05.09.16,Nebraska,Schuyler,N/A,0,1,Adult
05.09.16,Utah,Logan,454 N 400 E,0,1,Adult
04.09.16,California,Morongo Valley,N/A,0,1,Adult
04.09.16,Texas,Fort Worth,9317 South Fwy,0,1,Adult
03.09.16,Missouri,Kansas City (Raytown),5900 block of Raytown Road,0,1,Adult
03.09.16,New York,Blossvale (Vienna),N/A,0,1,Adult
03.09.16,Ohio,Curtice,N/A,0,1,Adult
03.09.16,Alabama,Selma,N/A,0,2,Adult
03.09.16,Idaho,Dubois,N/A,0,1,Adult
02.09.16,California,Fresno,East Ventura Avenue and South Hazlewood Boulevard,0,1,Adult
02.09.16,Florida,Pensacola,700 Truman Avenue,0,1,Adult
01.09.16,South Carolina,Hilton Head Island,Fishermans Bend Court,0,1,Adult
01.09.16,South Carolina,Columbia,228 Meredith Square,1,2,Adult
01.09.16,Indiana,Bartholomew (county),N/A,0,1,Adult
31.08.16,Oregon,Corvallis,1600 block of Southeast Crystal Lake Drive,0,0,Adult
31.08.16,New Hampshire,Lebanon,20 Spencer Street,0,1,Adult
31.08.16,Massachusetts,Abington,159 Linwood Street,0,1,Adult
31.08.16,Florida,Boynton Beach,600 block of Northeast 2nd Street,0,1,Adult
31.08.16,Texas,Childress,U.S. Highway 287,0,1,Adult
31.08.16,Michigan,Eastpointe,21030 Gratiot Ave,0,1,Adult
31.08.16,Ohio,Solon,28560 Miles Road,0,1,Adult
31.08.16,Arizona,Phoenix,4013 W Yucca St,0,1,Adult
31.08.16,North Carolina,Denton,Hilltop Lane,0,1,Adult
31.08.16,Ohio,New Carlisle,103 S. Church St.,0,1,Adult
30.08.16,Kentucky,Henderson,Holiday Court,0,1,Adult
30.08.16,New York,Ilion,225 Ostego Street,1,1,Adult
30.08.16,Nevada,Las Vegas,5111 Boulder Hwy,0,1,Adult
30.08.16,Michigan,Westland,2600 block of Christine,0,1,Adult
30.08.16,Illinois,Chicago (Englewood),600 block of West 61st Place,0,1,Adult
30.08.16,Michigan,Southfield,20000 block of Lahser Road,0,1,Adult
30.08.16,Kentucky,Lexington,175 North Locust Hill Dr,0,1,Adult
30.08.16,Tennessee,Nashville,644 Glastonbury Rd,0,1,Adult
30.08.16,Iowa,Carter Lake,North 11th St and Ave O,0,1,Adult
29.08.16,Delaware,Wilmington,500 block of W Sixth St,0,1,Adult
29.08.16,Pennsylvania,Philadelphia,2100 block of South Etting Terr,0,2,Adult
29.08.16,Florida,Fort Myers,2418 Colonial Blvd,0,1,Adult
29.08.16,Tennessee,Chattanooga,4300 Founders Way,0,1,Adult
29.08.16,Indiana,Elkhart,Prairie Street and Lusher Avenue,0,1,Adult
28.08.16,Kentucky,Louisville,1100 block of Euclid Ave,0,1,Adult
28.08.16,Georgia,Atlanta,900 New Town Cir SE,0,3,Adult
28.08.16,Nevada,Las Vegas,4800 block of White Aspen Ave,0,1,Adult
28.08.16,Kansas,Hutchinson,300 block of East 11th Ave,0,1,Adult
28.08.16,Georgia,Savannah,1400 block of New Jersey St,0,1,Adult
27.08.16,Illinois,Carbondale,N/A,0,1,Adult
27.08.16,New York,Bronx,960 E 165 St,0,2,Adult
27.08.16,Illinois,Chicago,600 block of East Illinois St,0,1,Adult
27.08.16,New Jersey,Trenton,500 block of Roosevelt Street,1,1,Adult
27.08.16,Missouri,Kansas City,5500 block of Wabash Avenue,0,1,Adult
26.08.16,Illinois,Chicago,6200 block of N Ridge Ave,0,1,Adult
26.08.16,Tennessee,Murfreesboro,400 block of Shoshone Pl,0,1,Adult
26.08.16,Pennsylvania,Pittsburgh,1200 block of Lincoln Avenue,0,1,Adult
25.08.16,Illinois,Chicago,5800 block of West Giddings Street,0,1,Adult
25.08.16,Kansas,Lawrence,500 block of Wisconsin Street,0,1,Adult
24.08.16,Texas,Childress (county),US 287,0,1,Adult
24.08.16,Tennessee,Paris,Depot Street,0,1,Adult
22.08.16,Illinois,Chicago (Englewood),7100 block of South Normal,0,1,Adult
21.08.16,Washington,Everett,12100 block of Andrew Sater Road,0,1,Adult
21.08.16,Missouri,Saint Joseph (St Joseph),30th and Patee Street,0,1,Adult
21.08.16,Texas,Dallas,3500 block of Indianola Street,0,1,Adult
21.08.16,New York,Westhampton Beach,1040 North Perimeter Road,0,1,Adult
21.08.16,Tennessee,Chattanooga (East Ridge),500 block of Frawley Road,0,2,Adult
20.08.16,Washington,Spokane,1702 South Grand Boulevard,0,1,Adult
19.08.16,Missouri,Springfield,3154 W Chestnut Expy,0,1,Adult
19.08.16,Michigan,Detroit,Glastonbury Ave,0,1,Adult
19.08.16,New Jersey,Newark,Lyons Avenue,0,1,Adult
19.08.16,North Carolina,Rocky Mount,Crabapple Lane,0,1,Adult
19.08.16,Pennsylvania,Lancaster,North Street,0,1,Adult
18.08.16,California,Lake Elsinore,16500 block of Badalona Street,0,1,Adult
18.08.16,Illinois,Harvey,100 block of East 146th Street,0,1,Adult
17.08.16,Alaska,Petersburg,N/A,0,1,Adult
17.08.16,South Carolina,Orangeburg,Prestige Court,0,1,Adult
17.08.16,North Carolina,Holly Springs,404 Village Walk Drive,0,1,Adult
17.08.16,Missouri,Portland,N/A,0,1,Adult
17.08.16,Illinois,Joliet,900 block of Rosalind Street,0,1,Adult
16.08.16,Maine,Bangor (Hermon),Swan Road,0,1,Adult
16.08.16,Texas,Amarillo,4215 Canyon Drive,0,1,Adult
15.08.16,Indiana,Michigan City,1107 Wabash St,0,1,Adult
15.08.16,Louisiana,Baton Rouge,9003 Greenwell Springs Road,0,1,Adult
14.08.16,Pennsylvania,Erie,200 block of W 20th St,0,1,Adult
13.08.16,Arizona,Tempe,McClintock Drive and Alameda Road,0,1,Adult
13.08.16,West Virginia,Charleston,Veazy Street and Washington Street East,0,1,Adult
12.08.16,Texas,Corpus Christi,4300 block of Leopard Street,0,1,Adult
12.08.16,Washington,Lake Stevens,13600 block of 12th Street Northeast,0,1,Adult
12.08.16,Florida,Hialeah,2201 West Okeechobee Road,0,1,Adult
12.08.16,Florida,Martin (county),1500 block of Southwest Legacy Cove Circle,0,1,Adult
11.08.16,Missouri,Saint Ann,Lucas and Hunt Road and West Florissant Avenue,0,1,Adult
11.08.16,Kentucky,Louisville,1200 block of Brashear Dr,0,1,Adult
11.08.16,Illinois,Winnebago (county),Sunset Avenue and Auburn Street,0,1,Adult
10.08.16,Pennsylvania,Saylorsburg,1974 Merlot Drive,0,1,Adult
10.08.16,Connecticut,Hartford,Chester Street,0,1,Adult
10.08.16,Ohio,Frankfort,Second Street,0,1,Adult
09.08.16,Maryland,Towson,2001 Dulaney Valley Road,0,1,Adult
09.08.16,Virginia,Hampton,Mallory Street and Ambrose Lane,0,1,Adult
09.08.16,Pennsylvania,Harrisburg,2600 Woodlawn Street,0,1,Adult
08.08.16,Iowa,Waterloo,N/A,0,1,Adult
08.08.16,Massachusetts,Barnstable,Hyannis Road,0,1,Adult
08.08.16,North Carolina,Roanoke Rapids,1800 block of Roanoke Avenue,0,1,Adult
07.08.16,Arizona,Phoenix,7th Street and Bell Road,0,1,Adult
07.08.16,Pennsylvania,Erie,9500 block of Route 89,0,2,Adult
07.08.16,Virginia,Portsmouth,100 block of Carol Lane,0,1,Adult
07.08.16,Texas,Texarkana,300 block of Breckenridge Street,0,1,Adult
07.08.16,South Dakota,Rapid City,1800 block of Haines Avenue,0,1,Adult
06.08.16,Utah,Salt Lake City,500 South and 1600 West,0,1,Adult
06.08.16,Utah,Salt Lake City,1300 N. Mandalay Road (1910 West),0,1,Adult
06.08.16,Ohio,Liberty,Goleta Avenue,0,1,Adult
06.08.16,Indiana,Anderson,2115 S Scatterfield Rd,0,0,Adult
06.08.16,Oklahoma,El Reno,7400 Jensen Road East,0,1,Adult
05.08.16,Illinois,Chicago,1500 block of South Harding Avenue,0,1,Adult
05.08.16,Florida,Okeechobee,Southeast 23rd Avenue,0,1,Adult
05.08.16,Ohio,Springfield,N/A,0,1,Adult
04.08.16,Indiana,Terre Haute,N/A,0,1,Adult
04.08.16,Missouri,Springfield,N/A,0,1,Adult
03.08.16,Arkansas,Lonoke,100 block of Highridge Drive,0,1,Adult
03.08.16,Texas,Waco,2423 Cole Avenue,1,1,Adult
02.08.16,South Carolina,Coward,4312 Circle Drive,1,1,Adult
02.08.16,Arizona,Kingman,N/A,0,1,Adult
02.08.16,Arkansas,Little Rock,1225 Geyer St.,0,1,Adult
02.08.16,Wyoming,Park (county),Marston Creek and Bliss Creek Meadows,0,1,Adult
01.08.16,South Carolina,Greenville,Hillside Circle,0,1,Adult
01.08.16,Florida,Belleview,6211 Southeast 126th Street,0,1,Adult
01.08.16,Illinois,Chicago,1000 block of West Maxwell,0,1,Adult
31.07.16,Pennsylvania,Philadelphia,1300 block of E. Rittenhouse Street,0,1,Adult
31.07.16,Michigan,Jackson,300 block of Moorman Drive,0,1,Adult
31.07.16,Florida,Deltona,Lake Baton Drive,0,1,Adult
31.07.16,Texas,Houston,300 block of De Haven St,1,0,Adult
30.07.16,Pennsylvania,Lititz,200 block of North Liberty Street,0,1,Adult
30.07.16,Tennessee,Murfreesboro,1414 Poplar Avenue,0,1,Adult
29.07.16,New Jersey,Bridgeton (Upper Deerfield Twp),300 block of Centerton Road,0,1,Adult
29.07.16,Minnesota,Albert Lea,N/A,0,1,Adult
28.07.16,Texas,Granbury,700 block of East U.S. Highway 377,0,1,Adult
28.07.16,Virginia,Ruckersville,Carpenterâ€™s Mill Road,0,1,Adult
28.07.16,Texas,Alvin,4000 block of East Texas 6,0,1,Adult
27.07.16,Texas,Fort Worth,3600 block of Hulen Park Circle,0,1,Adult
27.07.16,Illinois,Bradley,200 block of North Michigan Avenue,0,2,Adult
26.07.16,Pennsylvania,Pittsburgh,1000 Ross Park Mall Dr,0,1,Adult
25.07.16,New York,Dunkirk,544 South Roberts Road,0,1,Adult
25.07.16,Massachusetts,Hopkinton,254 Fruit Street,0,1,Adult
25.07.16,North Carolina,New Bern,Simmons Street and Neuse Boulevard,0,1,Adult
24.07.16,Ohio,Sidney,17148 Sidney Platsville Road,0,1,Adult
24.07.16,Washington,Tacoma (Fife),4411  Pacific Highway East,0,2,Adult
24.07.16,Mississippi,Meridian,107 71st Pl,0,1,Adult
24.07.16,Virginia,Portsmouth,200 block of Derby Road,0,1,Adult
24.07.16,North Carolina,Rocky Mount,400 block of Ambler Avenue,0,1,Adult
24.07.16,California,Norco,700 block of Seventh Street,0,2,Adult
23.07.16,Nevada,Las Vegas,6100 block of North Rainbow Boulevard,0,1,Adult
23.07.16,Texas,La Porte,200 block of West Main Street,0,2,Adult
23.07.16,Connecticut,Bridgeport,900 block of Howard Avenue,0,1,Adult
23.07.16,Utah,Draper,12300 South,0,1,Adult
22.07.16,Pennsylvania,Clearfield (county),N/A,0,1,Adult
22.07.16,Arizona,Surprise,Loop 303 and Clearview Boulevard,0,1,Adult
21.07.16,Florida,Saint Petersburg,600 block of 44th Street South,0,1,Adult
21.07.16,Colorado,Denver,2700 block of West Wesley Avenue,0,1,Adult
20.07.16,Alabama,Harvest,N/A,0,1,Adult
20.07.16,Texas,Texas City,N/A,0,1,Adult
20.07.16,Michigan,Kalamazoo,2100 block of Sunnyside Drive,0,1,Adult
19.07.16,Ohio,Jackson,554 East Main Street,0,1,Adult
19.07.16,Pennsylvania,South Mountain,Loop Road,0,2,Adult
18.07.16,Oregon,Madras,414 US-26,0,1,Adult
17.07.16,Michigan,Wyoming,355 54th St. SW,0,1,Adult
17.07.16,Indiana,Gary,Central Avenue,0,1,Adult
17.07.16,Maryland,Elkton,200 block of West Pulaski Highway,0,2,Adult
17.07.16,Michigan,Detroit,6000 block of Crane Street,0,1,Adult
16.07.16,Florida,Jacksonville,Tiber Avenue,0,1,Adult
16.07.16,Colorado,Garfield (county),Highway 13,0,1,Adult
16.07.16,Washington,Mattawa (Desert Aire),509 Clubhouse Way Southwest,0,1,Adult
16.07.16,Pennsylvania,Philadelphia,1300 block of South 33rd Street,0,2,Adult
15.07.16,Washington,Seattle,3400 block of 34 Ave S.,0,1,Adult
15.07.16,Tennessee,Greeneville,Mt. Hebron Road,0,1,Adult
15.07.16,Nebraska,Fremont,1900 block of Clarkson St.,0,1,Adult
14.07.16,Michigan,Eastpointe,22385 Hayes Avenue,0,2,Adult
14.07.16,Virginia,Norfolk,811 E City Hall Ave,0,1,Adult
14.07.16,Colorado,Denver (Edgewater),N/A,0,1,Adult
14.07.16,Tennessee,Maryville,Tomotley Road,0,1,Adult
14.07.16,North Carolina,Burlington,1600 block of Preston Street,0,1,Adult
14.07.16,Kentucky,Lexington,Lindberg Drive,0,1,Adult
13.07.16,Florida,Wellington,10500 block of WIllow Oak Court,0,1,Adult
13.07.16,New York,Jamaica,Union Hall Street,0,1,Adult
13.07.16,Kentucky,Louisville,3000 block of University Road,0,1,Adult
13.07.16,North Carolina,Hendersonville,900 North Main Street,0,2,Adult
12.07.16,Alaska,Anchorage,Boniface and Debarr Road,0,1,Adult
12.07.16,Oregon,Mcminnville,2700 SE Stratus Ave,0,1,Adult
12.07.16,Pennsylvania,Washington,1283 Motel 6 Dr,0,1,Adult
12.07.16,Georgia,Athens,Barnett Shoals Road,0,1,Adult
25.11.16,Montana,Billings,308 6th Avenue North,0,2,Child
24.11.16,Pennsylvania,Philadelphia,3500 N 9th Street,0,1,Child
22.11.16,Ohio,Columbus,200 block of Dana Avenue,0,1,Child
21.11.16,Florida,Pensacola,49th Avenue,0,1,Child
16.11.16,Mississippi,Marion (county),N/A,0,1,Child
15.11.16,Louisiana,Baton Rouge,North Foster Drive,0,1,Child
15.11.16,Michigan,Alcona (county),N/A,0,1,Child
13.11.16,Indiana,Indianapolis,1606 E. 44th Street,0,2,Child
10.11.16,North Carolina,Bessemer City,200 block of New Moon Lane,0,1,Child
10.11.16,Wisconsin,Antigo,N/A,0,1,Child
08.11.16,Alabama,Birmingham (Hoover),3267 Warringwood Drive,0,1,Child
06.11.16,Missouri,Kansas City,1700 block of Concord Court,0,2,Child
06.11.16,North Dakota,Bismarck,4000 Block of Trenton Drive,0,1,Child
05.11.16,Georgia,Jonesboro,10000 block of Fitzgerald Road,0,1,Child
05.11.16,Louisiana,New Orleans,1400 block of Independence Street.,0,1,Child
02.11.16,Oklahoma,Oklahoma City (Del City),2300 block of Mansfield Avenue,0,1,Child
31.10.16,Michigan,Clare,503 Schoolcrest Avenue,0,2,Child
31.10.16,Oregon,Sweet Home,1500 block of 47th Ave,0,2,Child
29.10.16,North Carolina,Lincolnton,Loop Rd,0,1,Child
28.10.16,Alabama,Birmingham,4700 block of Second Avenue South,0,1,Child
22.10.16,Ohio,Cincinnati (Price Hill),4700 block of Guerley Road,0,1,Child
17.10.16,Arizona,Tucson,6700 block of West Copperwood Way,0,1,Child
17.10.16,Indiana,Elkhart,311 East Carlton Avenue,0,2,Child
16.10.16,California,Suisun City,1000 block of Canary Court,0,1,Child
16.10.16,North Dakota,Abercrombie,N/A,0,1,Child
16.10.16,Nevada,Las Vegas,4200 block of Studio Street,0,1,Child
15.10.16,Connecticut,Enfield,Ecology Drive,0,1,Child
13.10.16,Michigan,Twin Lake,300 block of East Calumet,0,1,Child
08.10.16,California,Petaluma,Reynolds Drive,0,1,Child
04.10.16,Virginia,Campbell (county),Marysville Road,0,1,Child
03.10.16,Texas,Fort Worth,1416 Meadowlane Terrace,0,1,Child
03.10.16,Florida,Jacksonville,7915 Baymeadows Circle East,0,1,Child
02.10.16,Pennsylvania,Indiana,Airport Road,0,1,Child
29.09.16,Missouri,Saint Joseph,3400 block of South 16th Street,0,1,Child
27.09.16,Indiana,Etna Green,9900-block of West C.R. 575 North,0,1,Child
25.09.16,Mississippi,Mccomb,Highway 98 East,0,1,Child
25.09.16,Louisiana,Harvey,Destrehan Avenue and River Road,0,1,Child
25.09.16,Tennessee,Nashville (Donelson),209 Blue Hills Drive,0,1,Child
21.09.16,Wisconsin,Milwaukee,2700 block of N. 20th Street,0,1,Child
13.09.16,Louisiana,Gretna (Terrytown),2148 Esplanade Place,0,1,Child
12.09.16,Texas,Fort Worth,1200 block of Susan Avenue,0,1,Child
11.09.16,Georgia,Decatur,3569 Larkspur Terrace,0,1,Child
10.09.16,Missouri,Saint Louis,2800 block of Stoddard Street,0,1,Child
06.09.16,Texas,Terrell,200 Bowser Cir,0,1,Child
06.09.16,Mississippi,Tupelo,County Roads 1680 and 3571,0,2,Child
06.09.16,Tennessee,Louisville,161 Manor Way,0,1,Child
05.09.16,Utah,Logan,454 N 400 E,0,1,Child
02.09.16,Florida,Pensacola,700 Truman Avenue,0,1,Child
01.09.16,South Carolina,Columbia,228 Meredith Square,1,2,Child
31.08.16,Massachusetts,Abington,159 Linwood Street,0,1,Child
31.08.16,Arizona,Phoenix,4013 W Yucca St,0,1,Child
30.08.16,Tennessee,Nashville,644 Glastonbury Rd,0,1,Child
28.08.16,Georgia,Atlanta,900 New Town Cir SE,0,3,Child
28.08.16,Nevada,Las Vegas,4800 block of White Aspen Ave,0,1,Child
25.08.16,Kansas,Lawrence,500 block of Wisconsin Street,0,1,Child
18.08.16,Illinois,Harvey,100 block of East 146th Street,0,1,Child
