Incident Date,State,City Or County,Address,Full Address,Lat,Lng,Killed,Injured,AgeGroup
111116,Wisconsin,Oconto (county),N/A,Wisconsin Oconto (county) N/A,,,0,1,Teen
61116,Indiana,Posey (county),River Road,Indiana Posey (county) River Road,,,0,2,Teen
51116,Georgia,Jonesboro,10000 block of Fitzgerald Road,Georgia Jonesboro 10000 block of Fitzgerald Road,,,0,1,Teen
51116,Arizona,Phoenix,55th Avenue and Clarendon,Arizona Phoenix 55th Avenue and Clarendon,,,0,1,Teen
31116,Maine,Springfield,N/A,Maine Springfield N/A,,,0,1,Teen
311016,Pennsylvania,Lebanon,302 E Weidman Street,Pennsylvania Lebanon 302 E Weidman Street,,,0,1,Teen
301016,Louisiana,Plain Dealing,N/A,Louisiana Plain Dealing N/A,,,0,1,Teen
281016,West Virginia,Hedgesville,Durham Drive,West Virginia Hedgesville Durham Drive,,,0,1,Teen
261016,Ohio,Zanesville,507 Imlay Avenue,Ohio Zanesville 507 Imlay Avenue,,,0,1,Teen
261016,Florida,Pinellas Park,7600 block of 62nd Way,Florida Pinellas Park 7600 block of 62nd Way,,,0,1,Teen
221016,Maine,New Sharon,236 Starks Road,Maine New Sharon 236 Starks Road,,,0,1,Teen
221016,Ohio,Cleveland,East 131st,Ohio Cleveland East 131st,,,0,2,Teen
171016,Indiana,Elkhart,311 East Carlton Avenue,Indiana Elkhart 311 East Carlton Avenue,,,0,2,Teen
161016,Kansas,Cowley (county),22000 block of 12th Road,Kansas Cowley (county) 22000 block of 12th Road,,,0,1,Teen
161016,North Dakota,Abercrombie,N/A,North Dakota Abercrombie N/A,,,0,1,Teen
141016,Illinois,Freeport,1100 block of South State Ave,Illinois Freeport 1100 block of South State Ave,,,0,1,Teen
121016,Kentucky,Louisville,5600 block of Rustic Way,Kentucky Louisville 5600 block of Rustic Way,,,0,1,Teen
121016,Arizona,Peoria,7522 W Deer Valley Rd,Arizona Peoria 7522 W Deer Valley Rd,,,0,2,Teen
111016,Illinois,Chicago,2800 block of South Central Park,Illinois Chicago 2800 block of South Central Park,,,0,1,Teen
51016,North Dakota,Enderlin,N/A,North Dakota Enderlin N/A,,,0,1,Teen
41016,Tennessee,Nashville,1400 block of 16th Avenue North,Tennessee Nashville 1400 block of 16th Avenue North,,,0,1,Teen
41016,Florida,Immokalee,300 block of South Seventh Street,Florida Immokalee 300 block of South Seventh Street,,,0,1,Teen
21016,Tennessee,Memphis,3400 block of Dupre Street,Tennessee Memphis 3400 block of Dupre Street,,,0,1,Teen
21016,Pennsylvania,Indiana,Airport Road,Pennsylvania Indiana Airport Road,,,0,1,Teen
11016,Ohio,Lima,4251 Reservoir Road,Ohio Lima 4251 Reservoir Road,,,0,1,Teen
260916,Kentucky,Lexington,3500 block of Gunbow Court,Kentucky Lexington 3500 block of Gunbow Court,,,0,1,Teen
260916,Georgia,Norcross,1400 block of Wingfoot Way,Georgia Norcross 1400 block of Wingfoot Way,,,0,1,Teen
250916,Tennessee,Nashville (Donelson),209 Blue Hills Drive,Tennessee Nashville (Donelson) 209 Blue Hills Drive,,,0,1,Teen
240916,Utah,Sandy,9575 S State St,Utah Sandy 9575 S State St,,,0,2,Teen
200916,North Carolina,Wilmington,15th and Castle Streets,North Carolina Wilmington 15th and Castle Streets,,,0,1,Teen
160916,Texas,Harris (county),N/A,Texas Harris (county) N/A,,,0,1,Teen
160916,Georgia,Morgan (county),Hawkins Avenue,Georgia Morgan (county) Hawkins Avenue,,,0,1,Teen
150916,Wisconsin,Milwaukee,7878 N 60th Street,Wisconsin Milwaukee 7878 N 60th Street,,,0,1,Teen
150916,California,Fresno,2500 block of Fairmont,California Fresno 2500 block of Fairmont,,,0,1,Teen
80916,Texas,Alpine,704 West Sul Ross Avenue,Texas Alpine 704 West Sul Ross Avenue,,,1,2,Teen
80916,Tennessee,Nashville,Wildgrove Court,Tennessee Nashville Wildgrove Court,,,0,1,Teen
50916,Kentucky,Lexington,Augusta Drive,Kentucky Lexington Augusta Drive,,,0,1,Teen
300816,Illinois,Chicago (Englewood),600 block of West 61st Place,Illinois Chicago (Englewood) 600 block of West 61st Place,,,0,1,Teen
300816,Kentucky,Lexington,175 North Locust Hill Dr,Kentucky Lexington 175 North Locust Hill Dr,,,0,1,Teen
290816,Pennsylvania,Philadelphia,2100 block of South Etting Terr,Pennsylvania Philadelphia 2100 block of South Etting Terr,,,0,2,Teen
280816,Kansas,Hutchinson,300 block of East 11th Ave,Kansas Hutchinson 300 block of East 11th Ave,,,0,1,Teen
280816,Georgia,Savannah,1400 block of New Jersey St,Georgia Savannah 1400 block of New Jersey St,,,0,1,Teen
190816,Michigan,Detroit,Glastonbury Ave,Michigan Detroit Glastonbury Ave,,,0,1,Teen
150816,Indiana,Michigan City,1107 Wabash St,Indiana Michigan City 1107 Wabash St,,,0,1,Teen
140816,Pennsylvania,Erie,200 block of W 20th St,Pennsylvania Erie 200 block of W 20th St,,,0,1,Teen
120816,Washington,Lake Stevens,13600 block of 12th Street Northeast,Washington Lake Stevens 13600 block of 12th Street Northeast,,,0,1,Teen
90816,Pennsylvania,Harrisburg,2600 Woodlawn Street,Pennsylvania Harrisburg 2600 Woodlawn Street,,,0,1,Teen
70816,Virginia,Portsmouth,100 block of Carol Lane,Virginia Portsmouth 100 block of Carol Lane,,,0,1,Teen
70816,Texas,Texarkana,300 block of Breckenridge Street,Texas Texarkana 300 block of Breckenridge Street,,,0,1,Teen
40816,Indiana,Terre Haute,N/A,Indiana Terre Haute N/A,,,0,1,Teen
20816,South Carolina,Coward,4312 Circle Drive,South Carolina Coward 4312 Circle Drive,,,1,1,Teen
310716,Michigan,Jackson,300 block of Moorman Drive,Michigan Jackson 300 block of Moorman Drive,,,0,1,Teen
270716,Texas,Fort Worth,3600 block of Hulen Park Circle,Texas Fort Worth 3600 block of Hulen Park Circle,,,0,1,Teen
240716,North Carolina,Rocky Mount,400 block of Ambler Avenue,North Carolina Rocky Mount 400 block of Ambler Avenue,,,0,1,Teen
210716,Florida,Saint Petersburg,600 block of 44th Street South,Florida Saint Petersburg 600 block of 44th Street South,,,0,1,Teen
200716,Michigan,Kalamazoo,2100 block of Sunnyside Drive,Michigan Kalamazoo 2100 block of Sunnyside Drive,,,0,1,Teen
150716,Washington,Seattle,3400 block of 34 Ave S.,Washington Seattle 3400 block of 34 Ave S.,,,0,1,Teen
140716,Michigan,Eastpointe,22385 Hayes Avenue,Michigan Eastpointe 22385 Hayes Avenue,,,0,2,Teen
140716,Colorado,Denver (Edgewater),N/A,Colorado Denver (Edgewater) N/A,,,0,1,Teen
140716,Kentucky,Lexington,Lindberg Drive,Kentucky Lexington Lindberg Drive,,,0,1,Teen
130716,Kentucky,Louisville,3000 block of University Road,Kentucky Louisville 3000 block of University Road,,,0,1,Teen
110716,Alabama,Birmingham,1700 block of 28th Street Ensley,Alabama Birmingham 1700 block of 28th Street Ensley,,,0,1,Teen
110716,Nebraska,Omaha,4700 block of Fowler Avenue,Nebraska Omaha 4700 block of Fowler Avenue,,,0,1,Teen
70716,New York,Niagara Falls,22nd Street and Forest Avenue,New York Niagara Falls 22nd Street and Forest Avenue,,,0,1,Teen
60716,Florida,Saint Johns (Fruit Cove),1300 block of Lemonwood Road,Florida Saint Johns (Fruit Cove) 1300 block of Lemonwood Road,,,0,1,Teen
60716,New Jersey,Jersey City,Arlington Avenue,New Jersey Jersey City Arlington Avenue,,,0,1,Teen
60716,Ohio,Beachwood (Highland Hills),4053 Warrensville Center Rd,Ohio Beachwood (Highland Hills) 4053 Warrensville Center Rd,,,0,1,Teen
60716,Pennsylvania,Philadelphia,Bloyd Street,Pennsylvania Philadelphia Bloyd Street,,,0,1,Teen
40716,Missouri,Kansas City,2000 block of Benton,Missouri Kansas City 2000 block of Benton,,,0,1,Teen
40716,New York,Buffalo,200 block of Dartmouth Avenue,New York Buffalo 200 block of Dartmouth Avenue,,,0,1,Teen
20716,Texas,Waco,3100 block of MacArthur Drive,Texas Waco 3100 block of MacArthur Drive,,,0,1,Teen
300616,Florida,Ocala,2432 Southwest 3rd Avenue,Florida Ocala 2432 Southwest 3rd Avenue,,,0,1,Teen
250616,Iowa,Des Moines,400 block of Orchard Avenue,Iowa Des Moines 400 block of Orchard Avenue,,,0,1,Teen
220616,Louisiana,Metairie,900 block of Zinnia Avenue,Louisiana Metairie 900 block of Zinnia Avenue,,,0,1,Teen
180616,Utah,Logan,N/A,Utah Logan N/A,,,0,1,Teen
160616,North Carolina,Winston Salem (Winston-salem),600 Peters Creek Parkway,North Carolina Winston Salem (Winston-salem) 600 Peters Creek Parkway,,,0,1,Teen
160616,Ohio,Columbus,2200 block of Cleveland Avenue,Ohio Columbus 2200 block of Cleveland Avenue,,,0,1,Teen
140616,Delaware,Felton,Unit block of Weatherstone Lane,Delaware Felton Unit block of Weatherstone Lane,,,0,1,Teen
110616,Louisiana,Shreveport,7008 Pines Rd,Louisiana Shreveport 7008 Pines Rd,,,0,1,Teen
90616,South Dakota,Frederick,N/A,South Dakota Frederick N/A,,,0,1,Teen
80616,Florida,Apopka,Warren Sapp Drive and Monk Avenue,Florida Apopka Warren Sapp Drive and Monk Avenue,,,0,1,Teen
70616,Ohio,Berlin Heights,7900 block of State Route 61 Ceylon Road,Ohio Berlin Heights 7900 block of State Route 61 Ceylon Road,,,0,1,Teen
30616,Maryland,Baltimore,2301 Gwynns Falls Pkwy,Maryland Baltimore 2301 Gwynns Falls Pkwy,,,0,1,Teen
20616,Delaware,Wilmington,700 block of S. Van Buren St,Delaware Wilmington 700 block of S. Van Buren St,,,0,1,Teen
10616,Florida,Pembroke Pines,8200 block of Northwest 10th Street,Florida Pembroke Pines 8200 block of Northwest 10th Street,,,0,1,Teen
290516,New Jersey,Jersey City,West Side Avenue,New Jersey Jersey City West Side Avenue,,,0,1,Teen
280516,Kentucky,Olmstead,Olmstead Road,Kentucky Olmstead Olmstead Road,,,0,1,Teen
280516,Ohio,Columbus,East 21st Avenue and Lexington,Ohio Columbus East 21st Avenue and Lexington,,,0,2,Teen
270516,Ohio,Columbus,900 block of East 21st Avenue,Ohio Columbus 900 block of East 21st Avenue,,,0,2,Teen
250516,Kentucky,Hickory,1434 Hickory Rd,Kentucky Hickory 1434 Hickory Rd,,,0,1,Teen
250516,Georgia,Atlanta,Cleveland Avenue and Old Hapeville Road,Georgia Atlanta Cleveland Avenue and Old Hapeville Road,,,0,2,Teen
240516,South Carolina,Bennettsville,Mill Street,South Carolina Bennettsville Mill Street,,,0,1,Teen
200516,Michigan,Sanilac (county),200 block of Ridge Road,Michigan Sanilac (county) 200 block of Ridge Road,,,0,1,Teen
190516,Illinois,Chicago,1000 block of West 103rd Place,Illinois Chicago 1000 block of West 103rd Place,,,0,1,Teen
190516,Michigan,Bay City,606 North Lincoln Street,Michigan Bay City 606 North Lincoln Street,,,0,1,Teen
180516,South Dakota,Sioux Falls,2600 block of South Duluth Avenue,South Dakota Sioux Falls 2600 block of South Duluth Avenue,,,0,1,Teen
140516,Indiana,Sharpsville,N/A,Indiana Sharpsville N/A,,,0,1,Teen
130516,Tennessee,Memphis,900 block of North Hollywood St.,Tennessee Memphis 900 block of North Hollywood St.,,,0,1,Teen
130516,South Carolina,Greenville,6630 Frontage Road,South Carolina Greenville 6630 Frontage Road,,,0,1,Teen
120516,Tennessee,Memphis,877 Jefferson Street,Tennessee Memphis 877 Jefferson Street,,,0,1,Teen
120516,Ohio,Cleveland (University Heights),Baintree Rd,Ohio Cleveland (University Heights) Baintree Rd,,,0,1,Teen
70516,Mississippi,Jackson,6100 block of Brown Street,Mississippi Jackson 6100 block of Brown Street,,,0,1,Teen
40516,Vermont,Waitsfield,Elkhorn Road,Vermont Waitsfield Elkhorn Road,,,0,1,Teen
20516,Texas,Dallas,3606 South Westmoreland Road,Texas Dallas 3606 South Westmoreland Road,,,0,1,Teen
10516,Vermont,Moretown,River Rd,Vermont Moretown River Rd,,,0,1,Teen
300416,Tennessee,Memphis,800 block of South Graham Street,Tennessee Memphis 800 block of South Graham Street,,,0,1,Teen
290416,Washington,Lakewood,9330 59th Ave. SE,Washington Lakewood 9330 59th Ave. SE,,,0,1,Teen
290416,South Carolina,Bluffton,N/A,South Carolina Bluffton N/A,,,0,1,Teen
260416,Ohio,Columbus,Skywae Drive,Ohio Columbus Skywae Drive,,,0,1,Teen
250416,Indiana,Georgetown,6200 block of State Road 62,Indiana Georgetown 6200 block of State Road 62,,,0,1,Teen
240416,Texas,Lubbock,1900 block of 46th Street,Texas Lubbock 1900 block of 46th Street,,,0,1,Teen
240416,Indiana,Georgetown,6200 block of State Road 62,Indiana Georgetown 6200 block of State Road 62,,,0,1,Teen
230416,Louisiana,New Orleans,7600 block of Downman Road,Louisiana New Orleans 7600 block of Downman Road,,,0,1,Teen
220416,Illinois,Chicago,6900 block of South Paxton Avenue,Illinois Chicago 6900 block of South Paxton Avenue,,,0,1,Teen
210416,Florida,Saint Augustine (St Augustine),22 Spring Street,Florida Saint Augustine (St Augustine) 22 Spring Street,,,0,1,Teen
200416,California,West Point,1100 block of Bald Mountain Rd,California West Point 1100 block of Bald Mountain Rd,,,1,0,Teen
200416,New Jersey,Passaic,Gregory Avenue and Madison Street,New Jersey Passaic Gregory Avenue and Madison Street,,,0,1,Teen
160416,Texas,Spring,Roth Forest Lane,Texas Spring Roth Forest Lane,,,0,1,Teen
150416,Mississippi,Jackson,Hillside Drive,Mississippi Jackson Hillside Drive,,,0,1,Teen
130416,Kansas,Wichita,N/A,Kansas Wichita N/A,,,0,2,Teen
130416,Texas,Burnet (county),1200 block of County Road 304,Texas Burnet (county) 1200 block of County Road 304,,,0,1,Teen
120416,Indiana,Gary,400 block of West 45th Avenue,Indiana Gary 400 block of West 45th Avenue,,,0,1,Teen
110416,Pennsylvania,Harrisburg (Steelton),1800 block of South 19th Street,Pennsylvania Harrisburg (Steelton) 1800 block of South 19th Street,,,0,1,Teen
100416,Arkansas,Hot Springs National Park (Hot Springs),Hillsdale Terrace,Arkansas Hot Springs National Park (Hot Springs) Hillsdale Terrace,,,0,1,Teen
100416,Colorado,Weld (county),29000 block of Weld County Road 20,Colorado Weld (county) 29000 block of Weld County Road 20,,,0,1,Teen
100416,California,San Diego,5700 block of Elk Street,California San Diego 5700 block of Elk Street,,,0,2,Teen
90416,Massachusetts,Boston,Fernboro Street,Massachusetts Boston Fernboro Street,,,0,1,Teen
90416,Indiana,Gary,500 block of Madison Street,Indiana Gary 500 block of Madison Street,,,0,1,Teen
70416,Massachusetts,Springfield,212 Plainfield Street,Massachusetts Springfield 212 Plainfield Street,,,1,0,Teen
50416,California,Fresno,Grant Avenue,California Fresno Grant Avenue,,,0,1,Teen
10416,North Carolina,Raleigh,3700 block of Macinac Island lane,North Carolina Raleigh 3700 block of Macinac Island lane,,,0,1,Teen
300316,Florida,Port Saint Lucie,200 block of SE Sims Cir,Florida Port Saint Lucie 200 block of SE Sims Cir,,,0,1,Teen
280316,Tennessee,Memphis,Golden Park and Sandy Park,Tennessee Memphis Golden Park and Sandy Park,,,0,1,Teen
280316,North Carolina,Rocky Mount,800 block of Nashville Road,North Carolina Rocky Mount 800 block of Nashville Road,,,0,1,Teen
240316,Georgia,Macon,1300 block of Courtland Avenue,Georgia Macon 1300 block of Courtland Avenue,,,0,1,Teen
220316,Wisconsin,River Falls,600 block of Foster Street,Wisconsin River Falls 600 block of Foster Street,,,0,1,Teen
220316,Ohio,Toledo,511 N. Miller St.,Ohio Toledo 511 N. Miller St.,,,0,1,Teen
200316,Kentucky,Cub Run,N/A,Kentucky Cub Run N/A,,,0,1,Teen
190316,Tennessee,Nashville,1500 block of Charlotte Avenue,Tennessee Nashville 1500 block of Charlotte Avenue,,,0,1,Teen
190316,Delaware,Wilmington,300 block of New Castle Ave,Delaware Wilmington 300 block of New Castle Ave,,,0,1,Teen
190316,Texas,Levelland,1400 block of 12th Street,Texas Levelland 1400 block of 12th Street,,,0,1,Teen
180316,Georgia,Savannah,200 block of Avery Street,Georgia Savannah 200 block of Avery Street,,,0,1,Teen
160316,Virginia,Annandale,7800 block of Thor Drive,Virginia Annandale 7800 block of Thor Drive,,,0,1,Teen
160316,Illinois,East Moline,400 block of 14th Street,Illinois East Moline 400 block of 14th Street,,,0,1,Teen
160316,Illinois,Chicago,West 92nd and South Throop streets,Illinois Chicago West 92nd and South Throop streets,,,0,1,Teen
160316,Georgia,Savannah,2100 block of Florida Avenue,Georgia Savannah 2100 block of Florida Avenue,,,0,1,Teen
140316,Tennessee,Chattanooga,1504 S Beech St,Tennessee Chattanooga 1504 S Beech St,,,0,1,Teen
140316,Maine,Calais,South Street,Maine Calais South Street,,,0,1,Teen
130316,Virginia,Martinsville,400 block of Clearview Drive,Virginia Martinsville 400 block of Clearview Drive,,,0,1,Teen
120316,Florida,Fort Mc Coy (Fort McCoy),1501 NE 231 Avenue,Florida Fort Mc Coy (Fort McCoy) 1501 NE 231 Avenue,,,0,6,Teen
120316,Pennsylvania,Dushore,Broschart Rd,Pennsylvania Dushore Broschart Rd,,,0,1,Teen
100316,Illinois,Chicago,9000 block of South Bishop Street,Illinois Chicago 9000 block of South Bishop Street,,,0,1,Teen
80316,Florida,Largo,900 block of Starkey Road,Florida Largo 900 block of Starkey Road,,,0,1,Teen
30316,Kentucky,Hickory (Viola),Kentucky 408 East,Kentucky Hickory (Viola) Kentucky 408 East,,,0,1,Teen
30316,Illinois,Winchester,East Lewis St,Illinois Winchester East Lewis St,,,0,1,Teen
290216,Florida,Palatka,200 block of Benham Street,Florida Palatka 200 block of Benham Street,,,0,1,Teen
270216,Arizona,Avondale,12200 block of West Mohave Street,Arizona Avondale 12200 block of West Mohave Street,,,0,2,Teen
270216,North Carolina,Charlotte,Toddville Road,North Carolina Charlotte Toddville Road,,,0,1,Teen
250216,Ohio,Cleveland,9300 block of Kinsman Road,Ohio Cleveland 9300 block of Kinsman Road,,,0,1,Teen
240216,Nebraska,Omaha,12339 Cuming,Nebraska Omaha 12339 Cuming,,,0,1,Teen
230216,Missouri,Saint Louis,900 block of Cass Avenue,Missouri Saint Louis 900 block of Cass Avenue,,,0,1,Teen
210216,Idaho,Rupert,624 F Street,Idaho Rupert 624 F Street,,,0,1,Teen
210216,Arizona,Phoenix,1700 block of West Tonto Street,Arizona Phoenix 1700 block of West Tonto Street,,,0,1,Teen
210216,New York,Geneva,County Road 6 and Armstrong Road,New York Geneva County Road 6 and Armstrong Road,,,0,1,Teen
180216,Arizona,Phoenix,51st Avenue and Thomas Road,Arizona Phoenix 51st Avenue and Thomas Road,,,0,1,Teen
170216,Massachusetts,Fitchburg,31 Beech Street,Massachusetts Fitchburg 31 Beech Street,,,0,1,Teen
120216,Indiana,Evansville,S. Fares Ave.,Indiana Evansville S. Fares Ave.,,,0,1,Teen
90216,Texas,San Antonio,3300 block of Rock Creek Run,Texas San Antonio 3300 block of Rock Creek Run,,,0,1,Teen
70216,Ohio,Dayton,1200 block of Rosedale Drive,Ohio Dayton 1200 block of Rosedale Drive,,,0,1,Teen
70216,Florida,Naples (Golden Gate),2100 block of 47th Avenue Northeast,Florida Naples (Golden Gate) 2100 block of 47th Avenue Northeast,,,0,1,Teen
60216,Louisiana,New Orleans,2400 block of Mardi Gras Boulevard,Louisiana New Orleans 2400 block of Mardi Gras Boulevard,,,0,1,Teen
60216,North Carolina,Franklin,Rosemont Drive,North Carolina Franklin Rosemont Drive,,,0,1,Teen
40216,Kansas,Abilene,N.W. 2nd and Cedar Street,Kansas Abilene N.W. 2nd and Cedar Street,,,0,1,Teen
40216,Tennessee,Memphis,3500 block of Metropolitan Lane,Tennessee Memphis 3500 block of Metropolitan Lane,,,0,1,Teen
300116,Illinois,Chicago (Englewood),7200 block of South Paulina Street,Illinois Chicago (Englewood) 7200 block of South Paulina Street,,,0,1,Teen
290116,Georgia,Oakwood,Candler Highway and Tanners Mill Road,Georgia Oakwood Candler Highway and Tanners Mill Road,,,0,1,Teen
280116,Florida,Holiday,3300 block of Garfield Drive,Florida Holiday 3300 block of Garfield Drive,,,0,1,Teen
270116,Alabama,Bay Minette,N/A,Alabama Bay Minette N/A,,,0,1,Teen
240116,Virginia,Halifax (county),Hudson Road,Virginia Halifax (county) Hudson Road,,,0,1,Teen
210116,Colorado,Pueblo,200 block of Bonnymede Road,Colorado Pueblo 200 block of Bonnymede Road,,,0,1,Teen
210116,Alaska,Wasilla,Mutiny Circle,Alaska Wasilla Mutiny Circle,,,0,1,Teen
200116,Georgia,Gainesville,White Sulphur Road,Georgia Gainesville White Sulphur Road,,,0,1,Teen
180116,Louisiana,Chalmette,2317 Pecan Drive,Louisiana Chalmette 2317 Pecan Drive,,,0,1,Teen
180116,Arizona,Tempe,Broadway Road and Priest Drive,Arizona Tempe Broadway Road and Priest Drive,,,0,1,Teen
170116,Georgia,Maysville,N/A,Georgia Maysville N/A,,,0,1,Teen
170116,Illinois,Chicago,8300 block of South Cottage Grove,Illinois Chicago 8300 block of South Cottage Grove,,,0,1,Teen
160116,Texas,Elm Mott,3600 block of Beheler Road,Texas Elm Mott 3600 block of Beheler Road,,,0,1,Teen
160116,Illinois,Chicago,5500 block of West Adams Street,Illinois Chicago 5500 block of West Adams Street,,,0,1,Teen
160116,North Carolina,Winston Salem,3900 Thornaby Lane,North Carolina Winston Salem 3900 Thornaby Lane,,,0,1,Teen
160116,Georgia,Augusta,2800 block of Washington Road,Georgia Augusta 2800 block of Washington Road,,,0,1,Teen
150116,Florida,Jacksonville,Philips Highway and Baymeadows Road,Florida Jacksonville Philips Highway and Baymeadows Road,,,0,1,Teen
140116,Florida,Bradenton,3800 block of 10th Street Court East,Florida Bradenton 3800 block of 10th Street Court East,,,0,1,Teen
130116,Arkansas,Camden,401 Ouachita 88,Arkansas Camden 401 Ouachita 88,,,0,1,Teen
130116,Mississippi,Port Gibson,Brady Avenue,Mississippi Port Gibson Brady Avenue,,,0,1,Teen
110116,Florida,Jacksonville,8300 block of Baymeadows Road,Florida Jacksonville 8300 block of Baymeadows Road,,,0,1,Teen
70116,Michigan,Jackson,Homewild Avenue,Michigan Jackson Homewild Avenue,,,0,1,Teen
40116,Tennessee,Memphis,1400 block of Briercrest Lane,Tennessee Memphis 1400 block of Briercrest Lane,,,2,1,Teen
30116,Tennessee,Memphis,300 block of Gaston Avenue,Tennessee Memphis 300 block of Gaston Avenue,,,0,1,Teen
30116,Tennessee,Knoxville,400 block of South Hembree Street,Tennessee Knoxville 400 block of South Hembree Street,,,0,1,Teen
20116,Alabama,Mobile,3577 Dauphin Island Parkway,Alabama Mobile 3577 Dauphin Island Parkway,,,1,0,Teen
20116,New Jersey,Paterson,Bergen Street,New Jersey Paterson Bergen Street,,,0,1,Teen
10116,Nevada,Las Vegas,2000 block of Raspberry Hill Road,Nevada Las Vegas 2000 block of Raspberry Hill Road,,,0,1,Teen
311215,Ohio,Akron,800 block of East Crosier Street,Ohio Akron 800 block of East Crosier Street,,,0,1,Teen
281215,California,Rancho Cucamonga,7429 Arbor Lane,California Rancho Cucamonga 7429 Arbor Lane,,,0,1,Teen
271215,California,Crows Landing,Marshall Road,California Crows Landing Marshall Road,,,0,1,Teen
261215,Indiana,La Porte,5344 South Hupp Road,Indiana La Porte 5344 South Hupp Road,,,0,1,Teen
231215,Louisiana,Baton Rouge,Jefferson Avenue,Louisiana Baton Rouge Jefferson Avenue,,,0,1,Teen
231215,California,Poway,13550 Danielson St.,California Poway 13550 Danielson St.,,,0,1,Teen
221215,Georgia,Augusta,700 block of East Chapman Street,Georgia Augusta 700 block of East Chapman Street,,,0,1,Teen
221215,Kansas,Manhattan,200 block of East Park Road,Kansas Manhattan 200 block of East Park Road,,,0,1,Teen
201215,Indiana,South Bend (Roseland),215 S Dixie Way,Indiana South Bend (Roseland) 215 S Dixie Way,,,0,1,Teen
201215,Missouri,Gainesville,MO Highway 5,Missouri Gainesville MO Highway 5,,,0,1,Teen
191215,Georgia,Atlanta (College Park),1700 block of Hilltop Way,Georgia Atlanta (College Park) 1700 block of Hilltop Way,,,0,1,Teen
171215,West Virginia,Huntington,5300 block of Longwood Road,West Virginia Huntington 5300 block of Longwood Road,,,0,1,Teen
141215,Texas,Gainesville,900 block of East Scott Street,Texas Gainesville 900 block of East Scott Street,,,0,1,Teen
101215,Texas,Houston,5300 block of West Gulf Bank,Texas Houston 5300 block of West Gulf Bank,,,0,1,Teen
101215,Texas,San Antonio,8300 block of Shoal Creek,Texas San Antonio 8300 block of Shoal Creek,,,0,1,Teen
81215,Massachusetts,Lanesboro (Hancock),N/A,Massachusetts Lanesboro (Hancock) N/A,,,0,1,Teen
81215,Alabama,Huntsville,Alaska Avenue,Alabama Huntsville Alaska Avenue,,,0,1,Teen
71215,Illinois,Chicago,5100 block of South Emerald Avenue,Illinois Chicago 5100 block of South Emerald Avenue,,,0,1,Teen
51215,California,Stockton,N/A,California Stockton N/A,,,0,1,Teen
21215,Ohio,Lowell,Highland Ridge and OH 530,Ohio Lowell Highland Ridge and OH 530,,,0,1,Teen
21215,Michigan,Dowagiac,126 Front Street,Michigan Dowagiac 126 Front Street,,,0,1,Teen
291115,Washington,Everett,12400 block of Admiralty Way,Washington Everett 12400 block of Admiralty Way,,,0,1,Teen
291115,Michigan,Detroit,5900 block of Yorkshire,Michigan Detroit 5900 block of Yorkshire,,,0,1,Teen
291115,Wisconsin,West Sweden,N/A,Wisconsin West Sweden N/A,,,0,1,Teen
281115,Georgia,Bogart,Rocky Branch Rd,Georgia Bogart Rocky Branch Rd,,,0,1,Teen
281115,Arizona,Casa Grande,9000 South Isom Road,Arizona Casa Grande 9000 South Isom Road,,,0,1,Teen
281115,California,Fresno,California and Maple avenues,California Fresno California and Maple avenues,,,0,1,Teen
261115,Indiana,Evansville,6625 E Lloyd Expy,Indiana Evansville 6625 E Lloyd Expy,,,0,1,Teen
261115,Virginia,Elliston,5100 block of Duke Lane,Virginia Elliston 5100 block of Duke Lane,,,0,1,Teen
261115,Indiana,Indianapolis,N/A,Indiana Indianapolis N/A,,,0,1,Teen
251115,Connecticut,Colchester,Middletown and Bigelow Road,Connecticut Colchester Middletown and Bigelow Road,,,0,1,Teen
251115,Pennsylvania,Uniontown,114 Pershing Court,Pennsylvania Uniontown 114 Pershing Court,,,0,1,Teen
241115,Ohio,Toledo,100 block of East Carleton,Ohio Toledo 100 block of East Carleton,,,0,2,Teen
241115,Louisiana,Baton Rouge,5000 block of Florida Street,Louisiana Baton Rouge 5000 block of Florida Street,,,0,1,Teen
231115,Ohio,Marion,378 Nunin Court,Ohio Marion 378 Nunin Court,,,0,1,Teen
221115,Wisconsin,Stratford (Emmet),4900 block of Highway 153,Wisconsin Stratford (Emmet) 4900 block of Highway 153,,,0,1,Teen
211115,Wisconsin,Rock (county),N/A,Wisconsin Rock (county) N/A,,,0,1,Teen
211115,New York,Cassadaga,Meadows Rd,New York Cassadaga Meadows Rd,,,0,1,Teen
211115,Tennessee,Dunlap,Blue Sewanee Rd,Tennessee Dunlap Blue Sewanee Rd,,,0,1,Teen
211115,Texas,Humble (Atascocita),18000 block of Yaupon Tr,Texas Humble (Atascocita) 18000 block of Yaupon Tr,,,1,0,Teen
211115,Georgia,Jefferson,N/A,Georgia Jefferson N/A,,,0,1,Teen
171115,Indiana,Portland,1600 block of N 600 E,Indiana Portland 1600 block of N 600 E,,,0,1,Teen
171115,Illinois,Chicago,8600 block of South Aberdeen Avenue,Illinois Chicago 8600 block of South Aberdeen Avenue,,,0,1,Teen
151115,Oklahoma,Jay,E 310 Rd and S 685 Rd,Oklahoma Jay E 310 Rd and S 685 Rd,,,0,1,Teen
141115,Oregon,Lebanon,500 block N. Santiam Highway,Oregon Lebanon 500 block N. Santiam Highway,,,0,1,Teen
